clip_id,path,device,material,region,pressure_mpa,flow_ms,noise_category,window,rep,md5,group_id,fold
c20b154e99c77,environmental noise/fan motor-NA-noise logger_4-5.wav,noise logger,NA,NA,NA,NA,fan motor,4,,59ec06556a735dd9ff67c500f961343c,g5de03d5dfa,train
c20c972efdcce,no leak acoustic data/pe-NA-NA-NA-hydrophone_2-3_2.wav,hydrophone,pe,NA,NA,NA,NA,2,2,4a1d7fa00f5dba80acd84ff15b5d3440,g46286703fa,train
c211a8d93216b,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_0-1_6.wav,noise logger,ductile iron,NA,NA,NA,NA,0,6,95b1f8f217d99d5f84407df318974c28,g07ac25f1e0,train
c21382c66a1e0,no leak acoustic data/pe-NA-NA-NA-noise logger_1-2_3.wav,noise logger,pe,NA,NA,NA,NA,1,3,a575957d044856f69bc2b4d3660c52f5,g46286703fa,train
c213d953c93c7,environmental noise/grass noise-zone 2-noise logger_3-4_1.wav,noise logger,NA,zone 2,NA,NA,grass noise,3,1,5e3148a8574cdf8f4707cedd42a94f19,g5ac5d63683,test
c2149f5a4bc9e,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_17.wav,noise logger,pe,NA,NA,NA,NA,0,17,7d899476c873f99827d5810236a37550,g46286703fa,train
c218cadc2240b,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_2-3_5.wav,noise logger,ductile iron,zone 2,NA,NA,NA,2,5,487bc211ed29542150b1dbf015c22aeb,ga4d5f79c1b,test
c21d17c5364a6,leak acoustic data/steel-zone 1-0.32 MPa-NA-noise logger-0-1_2.wav,noise logger,steel,zone 1,0.32 MPa,NA,NA,0,2,4465e6641a73c82b15e16dcbda46dedf,g9d6e9c58a4,val
c21fec37cf71a,leak acoustic data/ductile iron-NA-0.2672 MPa-4.07 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.2672 MPa,4.07 ms,NA,0,,758fb9c339c49533cd9fde00d0e34b86,g08e2845ae9,train
c22636298a23e,environmental noise/drilling_5-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,drilling_5,0,,7f37a608680a08c63788cb6b351cb1ab,gf3aff34474,train
c229af2fd57d6,leak acoustic data/ductile iron-NA-0.3234 MPa-0.31 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3234 MPa,0.31 ms,NA,0,1,c20fc020bce7b82cc466f9e00c90dae1,gc9b93e189b,test
c22b434ae486d,leak acoustic data/ductile iron-NA-0.1630 MPa-3.45 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.1630 MPa,3.45 ms,NA,0,1,fb3b0584ea38978f762fe5e04c9e5159,gdc4d4d1b74,train
c239d96cc7621,leak acoustic data/ductile iron-zone 2-NA-NA-noise logger-0-1_4.wav,noise logger,ductile iron,zone 2,NA,NA,NA,0,4,e9ac1c9d4380ecb765273f3177fca60e,gf731e64668,train
c2417970779b9,environmental noise/fan motor-NA-noise logger_1-2.wav,noise logger,NA,NA,NA,NA,fan motor,1,,9df6efe4b8574407e210da1e2452d901,g5de03d5dfa,train
c2466a0762a38,leak acoustic data/ductile iron-NA-0.3179 MPa-0.51 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3179 MPa,0.51 ms,NA,0,1,719177c3f15ae1d45d694b339ce08246,gfe9a7ba473,val
c24b6690dc003,leak acoustic data/pe-zone 1-0.25 MPa-NA-noise logger-0-1_1.wav,noise logger,pe,zone 1,0.25 MPa,NA,NA,0,1,3e65389e5803f75032fe1b11bf32aba6,ga2766ef0b5,train
c24bf7667eff5,environmental noise/rain_2-NA-noise logger_2-3.wav,noise logger,NA,NA,NA,NA,rain_2,2,,4a4aed088a9f9bab4376e36f82df1f26,gaeb474d6be,train
c24c62e755fb2,leak acoustic data/steel-zone 1-0.25 MPa-NA-hydrophone-0-1.wav,hydrophone,steel,zone 1,0.25 MPa,NA,NA,0,,dc11b0ef6eb595355fc2df6b88ed63c0,g5de312a0b1,test
c252a911dacef,leak acoustic data/pe-NA-0.1767 MPa-3.50 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.1767 MPa,3.50 ms,NA,0,1,aa988f66bc8e9cbce4f577ee7dc837a6,g11974daa56,val
c255805e4789f,leak acoustic data/pe-NA-0.3003 MPa-4.65 ms-hydrophone-0-1.wav,hydrophone,pe,NA,0.3003 MPa,4.65 ms,NA,0,,656cd776d40996a55fa14198e6c5932f,g0bc04f27dc,train
c25f1d27f19ab,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_0-1_5.wav,noise logger,ductile iron,zone 2,NA,NA,NA,0,5,b42ecff35bebbf4c80651d62c4361f4d,ga4d5f79c1b,test
c260be2fa2319,leak acoustic data/pe-NA-0.2464 MPa-4.30 ms-hydrophone-0-1.wav,hydrophone,pe,NA,0.2464 MPa,4.30 ms,NA,0,,eefb6521ae4881c73036868a06520664,g5fcdfb219d,test
c265367c30825,no leak acoustic data/NA-NA-NA-NA-hydrophone_4-5.wav,hydrophone,NA,NA,NA,NA,NA,4,,388272cf416261805bcbc0e4e04f749b,g60e6ee291d,train
c26b98ad14b71,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_3-4_2.wav,hydrophone,pe,zone 2,NA,NA,NA,3,2,c5154f229f6bc10b6fcc260a64d8187d,g3aa9a8f111,val
c272ce4cb0a81,leak acoustic data/pe-NA-0.3024 MPa-4.58 ms-noise logger-0-1.wav,noise logger,pe,NA,0.3024 MPa,4.58 ms,NA,0,,d0a1fd7a204fa35493b6ca6e9c056276,g3717c759ba,train
c27365e6220c2,leak acoustic data/pe-NA-0.2866 MPa-4.50 ms-noise logger-0-1.wav,noise logger,pe,NA,0.2866 MPa,4.50 ms,NA,0,,7870ebe6680209b8c43c6adf05b1b10b,ge4eb0c7012,val
c27615e885482,leak acoustic data/pe-NA-0.1527 MPa-3.40 ms-hydrophone-0-1.wav,hydrophone,pe,NA,0.1527 MPa,3.40 ms,NA,0,,68b0bcfccfcbacfeb0c5f0df2e401bbe,g384d392de3,train
c277454df54af,leak acoustic data/ductile iron-NA-0.2688 MPa-4.21 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.2688 MPa,4.21 ms,NA,0,,f4cc8666654ba53cdb93b9361aec8f81,g88c7bfd6e1,train
c27bcc7508126,leak acoustic data/ductile iron-zone 2-0.3249 MPa-1.33 ms-noise logger-0-1_1.wav,noise logger,ductile iron,zone 2,0.3249 MPa,1.33 ms,NA,0,1,23666c016b5dca9036a186b67073d0cc,g358b38eba1,train
c27cee2838d7a,leak acoustic data/ductile iron-NA-0.1545 MPa-3.36 ms-noise logger-0-1_3.wav,noise logger,ductile iron,NA,0.1545 MPa,3.36 ms,NA,0,3,a1dc1a742bb70837f23d28fd16e1ea1d,gdc4d4d1b74,train
c27f20596e4e6,no leak acoustic data/pe-NA-NA-NA-noise logger_2-3_5.wav,noise logger,pe,NA,NA,NA,NA,2,5,59c3d2caebf507c663e852f3ead2199d,g46286703fa,train
c283bca91f35e,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_11.wav,noise logger,pe,zone 2,NA,NA,NA,0,11,890f8caecb2970babd71608e2ee6d2ee,g3aa9a8f111,val
c284910639b81,environmental noise/dog_1-NA-noise logger_3-4.wav,noise logger,NA,NA,NA,NA,dog_1,3,,01a66e9759e496b3ac4c36e1c81b59be,ge2dbda8d9a,test
c285e347060a7,leak acoustic data/pe-NA-0.1507 MPa-3.30 ms-noise logger-0-1.wav,noise logger,pe,NA,0.1507 MPa,3.30 ms,NA,0,,a1680d41931bccbec074445916968a78,g23ae8baa16,test
c29147b0882e2,leak acoustic data/ductile iron-NA-0.3105 MPa-0.44 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.3105 MPa,0.44 ms,NA,0,,43a5631ab6fa2c21039188c517cf5a14,ge48828f323,train
c299b5b4aae15,leak acoustic data/pe-NA-0.1192 MPa-2.95 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.1192 MPa,2.95 ms,NA,0,1,26266ac0ad0979f6ff97797e05087ddf,gf3773ae361,train
c29d2d1cdd85f,environmental noise/engine_1-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,engine_1,0,,a2c1e50bf8371dc789111f9f1c4ef4fe,g525a02db13,val
c2a910ad7f603,no leak acoustic data/pe-NA-NA-NA-noise logger_1-2_8.wav,noise logger,pe,NA,NA,NA,NA,1,8,072f50cb8846549b0fe163baa51b40c6,g46286703fa,train
c2a95223c7bb8,leak acoustic data/ductile iron-NA-0.3234 MPa-1.20 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.3234 MPa,1.20 ms,NA,0,,29383c593183b35579dd4015cd0db4ce,g1441d18838,train
c2adb1fc69ff8,leak acoustic data/ductile iron-zone 2-0.31 MPa-1.16 ms-noise logger-0-1_3.wav,noise logger,ductile iron,zone 2,0.31 MPa,1.16 ms,NA,0,3,0df7bcf131d2e35d41b483ad9f878876,gb8b74c622f,test
c2b209108b35d,leak acoustic data/pe-NA-0.3235 MPa-0.81 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.3235 MPa,0.81 ms,NA,0,1,d9c62d6ebc49994f88d089180d597f8b,g9bc6bf58a3,train
c2b5b840613ec,leak acoustic data/ductile iron-NA-0.2405 MPa-4.00 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.2405 MPa,4.00 ms,NA,0,1,00e5c9eba97a15afa37cdea7b8594f0a,gfb07c776d5,test
c2b5d9d0953cd,leak acoustic data/pe-zone 2-NA-NA-noise logger-0-1_4.wav,noise logger,pe,zone 2,NA,NA,NA,0,4,04d362e27205dc700c116fee88baf81f,gd2cdf4b672,test
c2b8185b115a8,leak acoustic data/pe-NA-0.3267 MPa-0.95 ms-noise logger-0-1.wav,noise logger,pe,NA,0.3267 MPa,0.95 ms,NA,0,,0f1cd232690c13b6038cf71142a6e2e6,g33178462bd,train
c2b9686ec0b66,leak acoustic data/pe-zone 1-0.32 MPa-NA-noise logger-0-1_1.wav,noise logger,pe,zone 1,0.32 MPa,NA,NA,0,1,4d7294d193950c7ea9b869837f55b8f6,gf656471109,train
c2bae7438d26f,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_12.wav,noise logger,ductile iron,NA,NA,NA,NA,1,12,96b324d08b31e6ffb23c73b7416bd0ca,g07ac25f1e0,train
c2bbf06b85c39,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_12.wav,noise logger,pe,zone 2,NA,NA,NA,0,12,3cbf630a095c1ab9f4ca3a423914443e,g3aa9a8f111,val
c2c0781b810b9,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_1-2_3.wav,hydrophone,ductile iron,NA,NA,NA,NA,1,3,d5fcc13e9dfff313c8b3d9475df1c023,g07ac25f1e0,train
c2c13a3c5c847,leak acoustic data/ductile iron-NA-0.3286 MPa-1.34 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.3286 MPa,1.34 ms,NA,0,,106ef2c82ae799fc319194ca531c1582,gd7664d159c,train
c2c2b62f65cd0,no leak acoustic data/pe-zone 2-NA-NA-noise logger_2-3_12.wav,noise logger,pe,zone 2,NA,NA,NA,2,12,8784df2c6bab187bc6c5f9e3bef2f1d2,g3aa9a8f111,val
c2c5757d3818f,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_4-5.wav,hydrophone,ductile iron,NA,NA,NA,NA,4,,2b4077e0031fd40c3afdcae52c74ffe1,g07ac25f1e0,train
c2c65e7f132d3,leak acoustic data/pe-zone 2-0.3034 MPa-1.55 ms-noise logger-0-1_3.wav,noise logger,pe,zone 2,0.3034 MPa,1.55 ms,NA,0,3,5c3d9cc3107d9f9fe1a7b9a7b1121faa,g38477c0f25,train
c2d3366744da6,no leak acoustic data/pe-NA-NA-NA-hydrophone_1-2_3.wav,hydrophone,pe,NA,NA,NA,NA,1,3,51d02ac45bd38f0d64402b1fe1b48528,g46286703fa,train
c2d54c2c7191b,leak acoustic data/ductile iron-NA-0.2630 MPa-4.11 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.2630 MPa,4.11 ms,NA,0,,5d0c4b6ea031133e3e3e56eb5bf73e03,g2e6d88fb97,train
c2d6485f4f337,leak acoustic data/ductile iron-NA-0.2339 MPa-4.20 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.2339 MPa,4.20 ms,NA,0,,5c6a5203dc0e2b0a4a8f836ad7dbe51f,g31f494f9af,val
c2dd36ac4ea38,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_9.wav,noise logger,pe,zone 2,NA,NA,NA,0,9,05abc81d46f21fb72bb4c40e9649b347,g3aa9a8f111,val
c2dfdb38d147e,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_4-5_2.wav,noise logger,ductile iron,NA,NA,NA,NA,4,2,0404367f6fd108f1522b361d79ea8b8c,g07ac25f1e0,train
c2e1175a2b262,leak acoustic data/pe-NA-0.2095 MPa-3.70 ms-noise logger-0-1.wav,noise logger,pe,NA,0.2095 MPa,3.70 ms,NA,0,,4b1ff58d0210e7e9b540efa07c75e49a,gfb8be03274,test
c2e1f4b029952,leak acoustic data/ductile iron-NA-0.2405 MPa-4.00 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.2405 MPa,4.00 ms,NA,0,,32f5ac9e7d9aa098d128efc3329e36d3,gfb07c776d5,test
c2e20fedcad53,leak acoustic data/ductile iron-NA-0.3286 MPa-1.40 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3286 MPa,1.40 ms,NA,0,1,f415f9c83734f2d802a775fd9ec4045a,gbcefe1b7d2,train
c2e3e909174c4,environmental noise/drilling_2-NA-noise logger_1-2.wav,noise logger,NA,NA,NA,NA,drilling_2,1,,4d2251a61544ba165342746ba7f83446,g43a5b2e02e,val
c2e7509679ef5,no leak acoustic data/pe-NA-NA-NA-noise logger_3-4_4.wav,noise logger,pe,NA,NA,NA,NA,3,4,3b70eb233a188802d162ace0d6016da9,g46286703fa,train
c2ebcb34181f8,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1.wav,noise logger,pe,NA,NA,NA,NA,0,,da83464cdd08128507a66cc83349dfe1,g46286703fa,train
c2ec1a9453559,leak acoustic data/ductile iron-NA-0.2428 MPa-3.92 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.2428 MPa,3.92 ms,NA,0,1,d6ed79513981a4b95257384aa59dc9e0,gebc8b2a613,val
c2ecd0fa43d40,no leak acoustic data/ductile iron-zone 2-NA-NA-hydrophone_2-3.wav,hydrophone,ductile iron,zone 2,NA,NA,NA,2,,8bb3b0be88986863f2a884f4fd0bc73c,ga4d5f79c1b,test
c2f249a637ac4,leak acoustic data/ductile iron-zone 2-0.3172 MPa-0.95 ms-noise logger-0-1.wav,noise logger,ductile iron,zone 2,0.3172 MPa,0.95 ms,NA,0,,2a0e46268cc2697f16a017b920c2439f,ga7bab1b774,train
c2f625de9294d,leak acoustic data/pe-NA-0.1545 MPa-3.40 ms-noise logger-0-1.wav,noise logger,pe,NA,0.1545 MPa,3.40 ms,NA,0,,5e1d395b2c25c999b9a58649d69c6a6b,gdc4d4d1b74,train
c2f88dd642dc9,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_2-3_2.wav,noise logger,ductile iron,zone 2,NA,NA,NA,2,2,aad24525c465711962983a84fb196c47,ga4d5f79c1b,test
c2fa3d2c64396,no leak acoustic data/ductile iron-zone 2-NA-NA-hydrophone_1-2.wav,hydrophone,ductile iron,zone 2,NA,NA,NA,1,,eaf07b9e72a4f8f2741b5f64b3f6e2eb,ga4d5f79c1b,test
c2fc07cf00173,leak acoustic data/ductile iron-NA-0.3189 MPa-0.35 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3189 MPa,0.35 ms,NA,0,1,d3f9eab6491a2c9048f4f877e20ddf75,g4d92d91f74,val
c2fe894a582ae,environmental noise/drilling_3-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,drilling_3,0,,ebab88db50726752c7dddd0a1ae25798,g537fced124,train
c2ffeffaf5c54,leak acoustic data/pe-zone 1-0.32 MPa-NA-noise logger-0-1_2.wav,noise logger,pe,zone 1,0.32 MPa,NA,NA,0,2,677c0339b237349252778ccb821399aa,gf656471109,train
c30025926aa4b,leak acoustic data/ductile iron-NA-0.3227 MPa-1.13 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3227 MPa,1.13 ms,NA,0,1,89b01b8ba340e055a2a58a11dfcee071,g31a30cc499,train
c302c6711a801,leak acoustic data/ductile iron-NA-0.3302 MPa-0.13 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.3302 MPa,0.13 ms,NA,0,,5e644e20b25648bffa0db8ae9335c355,g022b4e9138,test
c3053a1cff2b1,leak acoustic data/ductile iron-NA-0.2464 MPa-4.30 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.2464 MPa,4.30 ms,NA,0,,24e41c8461d7f811849e927d7fa4e70e,g5fcdfb219d,test
c30617b58ed2d,leak acoustic data/ductile iron-zone 2-NA-NA-noise logger-0-1_1.wav,noise logger,ductile iron,zone 2,NA,NA,NA,0,1,67c3502409479e5843ded3318cab2e0c,gf731e64668,train
c30be90df9034,environmental noise/flowing water-NA-noise logger_4-5.wav,noise logger,NA,NA,NA,NA,flowing water,4,,adaa2365e0c42be72f1209d2cf103bc7,gcfd9b54efb,val
c3147be2ea41d,no leak acoustic data/pe-NA-NA-NA-noise logger_3-4_7.wav,noise logger,pe,NA,NA,NA,NA,3,7,a62c6ffda7e000579f66856f8c90c2d1,g46286703fa,train
c314af95e5f64,leak acoustic data/ductile iron-NA-0.3105 MPa-0.44 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.3105 MPa,0.44 ms,NA,0,,a55f5d55a63420ca0312456ac8563568,ge48828f323,train
c31664f156265,leak acoustic data/ductile iron-NA-0.1446 MPa-3.26 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.1446 MPa,3.26 ms,NA,0,1,d9207b6aa397ade66a3849d9551c6cb6,g34d77cd7db,val
c319fbeb58840,leak acoustic data/ductile iron-NA-0.3295 MPa-0.95 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.3295 MPa,0.95 ms,NA,0,,209d0b4166ff800060abb67d2911a95b,gc8581b2bc5,test
c31a88363a2b6,environmental noise/engine_2-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,engine_2,0,,d7e7bc6a9be7ae00eff7ff998de2d95d,gc6ab9b7692,val
c31dfc36d9429,leak acoustic data/ductile iron-zone 2-0.3202 MPa-0.15 ms-noise logger-0-1_1.wav,noise logger,ductile iron,zone 2,0.3202 MPa,0.15 ms,NA,0,1,5f7ccef997b2fe98cadf3e70827f91e3,g9f1bfc309c,train
c31ea3142c163,leak acoustic data/steel-zone 1-0.25 MPa-NA-noise logger-0-1.wav,noise logger,steel,zone 1,0.25 MPa,NA,NA,0,,f7845b4d0e450e8954986ad9a507d3bf,g889c1c063a,test
c320c859a0212,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_13.wav,noise logger,ductile iron,NA,NA,NA,NA,1,13,6de8a39086f4d7902f450067b11dbecd,g07ac25f1e0,train
c324732bf50e7,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_3-4_5.wav,hydrophone,pe,zone 2,NA,NA,NA,3,5,d849960657e3d31bb3555e9fee066332,g3aa9a8f111,val
c327fafdf06d1,leak acoustic data/pe-zone 2-0.326 MPa-0.18 ms-noise logger-0-1_1.wav,noise logger,pe,zone 2,0.326 MPa,0.18 ms,NA,0,1,202ca25a06e80a29e40b126aa6fdd604,g2dbaa049ec,test
c32debd0f41e6,leak acoustic data/pe-NA-0.3244 MPa-0.22 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.3244 MPa,0.22 ms,NA,0,1,85b45a3d81c5c9f20f9894466dd72729,g5606243767,train
c32e9ddbcf512,leak acoustic data/ductile iron-NA-0.3249 MPa-0.01 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3249 MPa,0.01 ms,NA,0,1,55243b8fe9ac76075128ea552768b809,g94a157eb60,train
c3304359734ea,leak acoustic data/ductile iron-NA-0.1692 MPa-3.55 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.1692 MPa,3.55 ms,NA,0,,ade9f65307ffe7b3dcdd0f44f7b47e2c,gb7e2e03764,val
c332cd97e3344,leak acoustic data/ductile iron-zone 2-0.3202 MPa-0.15 ms-hydrophone-0-1.wav,hydrophone,ductile iron,zone 2,0.3202 MPa,0.15 ms,NA,0,,41209a6497609d5bd9afdc21f89be387,g9f1bfc309c,train
c33454b6946ab,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_0-1_10.wav,hydrophone,ductile iron,NA,NA,NA,NA,0,10,8fcd75a5d0c7d27c379ed9eb7bd03dc9,g07ac25f1e0,train
c33b9ec7b16e8,leak acoustic data/ductile iron-NA-0.1892 MPa-3.59 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.1892 MPa,3.59 ms,NA,0,1,7e409940442855432b29b4d380dc280b,g72971ef0cc,train
c341e4bf862ad,leak acoustic data/ductile iron-NA-0.3236 MPa-0.66 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3236 MPa,0.66 ms,NA,0,1,1f57aec2abf6f6878f558cbb2e62cbf3,g7f2d312099,train
c344f46167aa8,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_1-2_1.wav,noise logger,ductile iron,zone 2,NA,NA,NA,1,1,ace45590e64ef7f6d2b12ce26e6385de,ga4d5f79c1b,test
c349962db1de6,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_3-4_2.wav,noise logger,ductile iron,zone 2,NA,NA,NA,3,2,4c7e42446c13994fe52ef5b1cce1dd3c,ga4d5f79c1b,test
c34c03a8f4d12,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_0-1_3.wav,hydrophone,pe,zone 2,NA,NA,NA,0,3,e04acfaf338e057a7b573f361aea5bf6,g3aa9a8f111,val
c3557ad92637c,environmental noise/dog_1-NA-noise logger_1-2.wav,noise logger,NA,NA,NA,NA,dog_1,1,,ebced077d5d71f119524ce96981ffc1d,ge2dbda8d9a,test
c357b15613e8b,leak acoustic data/NA-NA-0.1545 MPa-3.36 ms-hydrophone-0-1.wav,hydrophone,NA,NA,0.1545 MPa,3.36 ms,NA,0,,fe2928f766cc801b8b7ecbb84e2e8594,gdc4d4d1b74,train
c357e8e39d7f0,leak acoustic data/ductile iron-NA-0.2688 MPa-4.21 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.2688 MPa,4.21 ms,NA,0,1,de863ea0d3c8be20186e9542465c1fe1,g88c7bfd6e1,train
c359805e182ff,no leak acoustic data/pe-zone 2-NA-NA-noise logger_2-3_1.wav,noise logger,pe,zone 2,NA,NA,NA,2,1,2f6ccbf6292a547dc02bda160fa4cf02,g3aa9a8f111,val
c360f9c34e370,leak acoustic data/ductile iron-NA-0.2283 MPa-3.80 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.2283 MPa,3.80 ms,NA,0,1,8acc3f50bc57f5817f281f4b208485be,g8a87b14a43,val
c36185eaa50d7,no leak acoustic data/pe-zone 2-NA-NA-noise logger_3-4_1.wav,noise logger,pe,zone 2,NA,NA,NA,3,1,b20138a3fccdb69f90b3e3b4135d173f,g3aa9a8f111,val
c362698ae79b5,leak acoustic data/ductile iron-NA-0.2755 MPa-4.38 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.2755 MPa,4.38 ms,NA,0,1,8043d4c12512abb94e3c081f641f3c13,gf05d2e1f49,train
c36359baaaf59,no leak acoustic data/pe-NA-NA-NA-noise logger_1-2_4.wav,noise logger,pe,NA,NA,NA,NA,1,4,c208e8a08b5a4670f30ab3e5851e57a4,g46286703fa,train
c3694d0758433,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_10.wav,noise logger,pe,NA,NA,NA,NA,0,10,7d899476c873f99827d5810236a37550,g46286703fa,train
c36eda6b94106,environmental noise/drilling_8-NA-noise logger_3-4.wav,noise logger,NA,NA,NA,NA,drilling_8,3,,a8ba63a75afde5b30205638581d05e4a,g9ab0cbcb70,train
c37c7984c0c4f,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_3-4_7.wav,noise logger,ductile iron,NA,NA,NA,NA,3,7,e54355165e9ad51ba61b7897f842235f,g07ac25f1e0,train
c37f2b3fca106,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_4-5_13.wav,noise logger,ductile iron,NA,NA,NA,NA,4,13,db09027c86e18c4ab55dcafe5b4e69b0,g07ac25f1e0,train
c3919fdf6a141,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_0-1_2.wav,hydrophone,pe,zone 2,NA,NA,NA,0,2,5c56b0bd018a736db87ad5f7d664ff60,g3aa9a8f111,val
c3a2f1d312087,no leak acoustic data/pe-NA-NA-NA-hydrophone_0-1.wav,hydrophone,pe,NA,NA,NA,NA,0,,32c7b6aac695807faea778121b0a8dee,g46286703fa,train
c3a54e1228375,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_4-5_6.wav,noise logger,ductile iron,NA,NA,NA,NA,4,6,467eb206246de9c78d99827acf3d5517,g07ac25f1e0,train
c3a78958bcf50,leak acoustic data/pe-NA-0.2233 MPa-3.77 ms-noise logger-0-1.wav,noise logger,pe,NA,0.2233 MPa,3.77 ms,NA,0,,40105bebbc239c3e21dcf0f514fde529,gb577968cb1,train
c3b228fa8030d,leak acoustic data/ductile iron-NA-0.3238 MPa-0.45 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3238 MPa,0.45 ms,NA,0,1,4e908ab9a56682e789f89ee5514021d5,gf46d1a8b5c,train
c3b34b6d95497,leak acoustic data/ductile iron-NA-0.2320 MPa-3.78 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.2320 MPa,3.78 ms,NA,0,,bdfa04da833682913718d32ebe4ad16d,g04801441ef,val
c3b743c669721,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_3-4_3.wav,noise logger,ductile iron,zone 2,NA,NA,NA,3,3,edc11b663593ca59ffd5c7dcd764379b,ga4d5f79c1b,test
c3ba3126429f6,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_2-3_3.wav,hydrophone,ductile iron,NA,NA,NA,NA,2,3,b2070c581bfb1131d4ba4c2edee0e787,g07ac25f1e0,train
c3babd01aea3e,leak acoustic data/pe-NA-0.1869 MPa-3.77 ms-hydrophone-0-1.wav,hydrophone,pe,NA,0.1869 MPa,3.77 ms,NA,0,,cf7ab205d91d52decc5d6ac4a91db025,gdc4d4d1b74,train
c3bd3873e11c7,leak acoustic data/ductile iron-zone 2-NA-NA-noise logger-0-1_8.wav,noise logger,ductile iron,zone 2,NA,NA,NA,0,8,4b2dd979dfcc5f6240b9f3d9d5b19c48,gf731e64668,train
c3c173dc615a2,no leak acoustic data/ductile iron-zone 2-NA-NA-hydrophone_4-5.wav,hydrophone,ductile iron,zone 2,NA,NA,NA,4,,3389342c3fe4a8409ad9d04d22d7ea54,ga4d5f79c1b,test
c3c559ca31f61,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_16.wav,noise logger,pe,NA,NA,NA,NA,0,16,ed9293524b708aae9fdb38a1ba63a019,g46286703fa,train
c3cd9a1ae0e6b,no leak acoustic data/NA-zone 2-NA-NA-noise logger_4-5.wav,noise logger,NA,zone 2,NA,NA,NA,4,,73e5312d16b5603b9e83da505621aeac,g4a6d62802d,train
