clip_id,label,label_3c,group_id,device,fold
c69b2475fc45a,no_leak,no_leak,g094234dd26,hydrophone,train
c6a681c8dfaaf,no_leak,no_leak,g953e24b384,noise logger,val
c6a98309679be,no_leak,no_leak,g3cc844e970,hydrophone,train
c6ae27e754276,no_leak,no_leak,g3cc844e970,hydrophone,train
c6bb81385b39c,leak,leak,gacaf3cb799,noise logger,test
c6bff6053fa0b,no_leak,no_leak,g93f57e4971,noise logger,train
c6c2f8ee41ebe,no_leak,noise,g6cbb81280e,noise logger,test
c6c8a300c1128,leak,leak,g73533571c1,noise logger,test
c6c96e4e5fca9,no_leak,no_leak,g89cac0676b,hydrophone,test
c6cb431993387,leak,leak,gba7632f5bc,noise logger,test
c6cfb8b366b9b,no_leak,noise,ge4d8e6b0f6,noise logger,test
c6d2716b85053,no_leak,no_leak,g3cc844e970,hydrophone,train
c6d2dba66c5bf,leak,leak,g53006bd665,noise logger,val
c6d60068469f4,no_leak,no_leak,g93f57e4971,noise logger,train
c6d78327e132f,no_leak,no_leak,g93f57e4971,noise logger,train
c6da2e34dbe22,no_leak,no_leak,g93f57e4971,noise logger,train
c6db0cf1a75d1,leak,leak,g22fb131e21,hydrophone,train
c6dcf45de59a3,no_leak,no_leak,ge461b80ac9,hydrophone,train
c6dde94ea69dc,no_leak,no_leak,g93f57e4971,noise logger,train
c6df118b5b0dd,leak,leak,g428d4a7bb3,noise logger,train
c6df9c056c634,leak,leak,g68626bd706,noise logger,train
c6e13730ecfe8,leak,leak,g0dbfb7701f,noise logger,train
c6ecd66d0712f,leak,leak,g3e395548cb,noise logger,val
c6ed234a13629,leak,leak,g501d705caa,noise logger,train
c6eefb3ad7424,leak,leak,g2a51fcaea3,noise logger,val
c6f404058ca4b,leak,leak,gac47889ea0,noise logger,test
c6f4ebe093b36,leak,leak,g7bfd5a740e,noise logger,val
c6f616860ac37,no_leak,no_leak,gea042922d6,noise logger,train
c6fa86dd717c5,leak,leak,gb2a47408ab,noise logger,val
c6fb5ca298fa4,leak,leak,g8e07d12abb,noise logger,test
c702f4e2fcd2a,leak,leak,g462d4b1089,hydrophone,train
c705697213775,leak,leak,g45714eae75,hydrophone,train
c70e042ff2fb4,no_leak,noise,g4c731e2c0b,noise logger,train
c71017ee629b0,no_leak,no_leak,g953e24b384,noise logger,val
c710479c9da31,leak,leak,gd20a2b9c29,noise logger,train
c7118401c58b1,no_leak,no_leak,g3dc66f5a62,noise logger,train
c71d685142803,leak,leak,g265ccc4dc3,hydrophone,train
c71f36c055a0d,no_leak,no_leak,ge461b80ac9,hydrophone,train
c721366fe8a44,leak,leak,g5575926f93,hydrophone,val
c722b58050aed,no_leak,noise,g7a1bb411f9,noise logger,train
c7273b64f3c4e,leak,leak,gf10098d123,hydrophone,test
c72960a21f1bd,leak,leak,ge39bcb37b4,hydrophone,train
c72cd7b4c5a2f,no_leak,no_leak,ge461b80ac9,hydrophone,train
c73c67806ac52,leak,leak,g462d4b1089,hydrophone,train
c73e11e689b21,leak,leak,gf108757733,noise logger,train
c73eef6098927,leak,leak,g7b4758ba43,noise logger,train
c7445a9366cc5,leak,leak,g506e358162,noise logger,train
c745afb819609,no_leak,no_leak,g93f57e4971,noise logger,train
c7483213409d0,no_leak,noise,gf283b20fab,noise logger,train
c749d0ec0a4da,leak,leak,gb429aaad25,noise logger,val
c74f741f43ba0,no_leak,noise,g5665ba652e,noise logger,train
c75a6f1fb9d12,no_leak,no_leak,g953e24b384,noise logger,val
c75b1e79f113e,no_leak,noise,g0e3913060e,noise logger,test
c75ff7781df3f,leak,leak,g58cde69b07,noise logger,train
c760afca314ee,no_leak,no_leak,g89cac0676b,hydrophone,test
c76e21dd1d63c,no_leak,no_leak,gea042922d6,noise logger,train
c76e9459c1403,no_leak,noise,g4f536cdb1f,noise logger,train
c76f22457e9bb,leak,leak,g068e265d28,noise logger,train
c7720a2ec7f2b,leak,leak,ge63afe2a67,noise logger,train
c77262b5c12fa,leak,leak,ge2e91c6ef4,hydrophone,train
c775d0e90fc9a,no_leak,no_leak,g3cc844e970,hydrophone,train
c7788ae6ad436,leak,leak,g84e6df9a56,noise logger,val
c77973a5795a4,no_leak,no_leak,gea042922d6,noise logger,train
c78ceb69df9e6,leak,leak,ge2e91c6ef4,noise logger,train
c7969746958c1,leak,leak,g58b02cebe8,noise logger,train
c79ae22d51d84,leak,leak,g7d351db452,noise logger,train
c79d76b0a85c9,leak,leak,gf39aa1d08b,noise logger,test
c79fef86e0ef4,leak,leak,gc905fd3a47,noise logger,train
c7a04b26ecb1d,no_leak,no_leak,g3fbe7ffa72,noise logger,test
c7ad362fcc94d,no_leak,no_leak,g93f57e4971,noise logger,train
c7af8599a5170,leak,leak,ge2e91c6ef4,hydrophone,train
c7b06db61af9a,leak,leak,gefc772a40d,hydrophone,test
c7bbbb99ecc43,no_leak,no_leak,g1a1e006151,noise logger,test
c7bf1b22c280e,leak,leak,gd7663396ee,hydrophone,train
c7c7bafde0b29,leak,leak,g2770c5a3c6,noise logger,test
c7cc01e6ae14a,leak,leak,g9c47e56729,noise logger,train
c7d0533ff4148,leak,leak,g8c35de79ea,noise logger,test
c7d0ede0bde8f,leak,leak,gfde33bb53e,noise logger,test
c7d1d905cef1f,leak,leak,g4e191f7013,noise logger,train
c7dc507b66608,leak,leak,g656a394c4f,noise logger,train
c7dc9dded05bf,no_leak,no_leak,g3fbe7ffa72,noise logger,test
c7dead5147aff,no_leak,noise,gdb1eae8552,noise logger,val
c7df0ab24b41f,no_leak,no_leak,g93f57e4971,noise logger,train
c7e04ab2dd189,no_leak,no_leak,g953e24b384,noise logger,val
c7e51fcee8c07,no_leak,noise,gc8eff1da18,noise logger,val
c7e6cce7e9114,no_leak,no_leak,g3cc844e970,hydrophone,train
c7f06e1c2f5ea,no_leak,no_leak,g93f57e4971,noise logger,train
c7f3f9946e92f,leak,leak,g3e395548cb,noise logger,val
c7f73e03a7c75,leak,leak,gafc0f4072f,hydrophone,train
c802f3b37642a,no_leak,noise,g56541b0ca2,noise logger,train
c80c03ca8d522,leak,leak,g73533571c1,hydrophone,test
c80de9b64db85,leak,leak,g73533571c1,noise logger,test
c8104a15f00d7,no_leak,noise,gc338fc839e,noise logger,train
c812ba0ae791b,leak,leak,g45714eae75,noise logger,train
c815e30cd14f6,leak,leak,g58b02cebe8,noise logger,train
c8289c334c228,no_leak,no_leak,gb47d734896,noise logger,train
c8298ae5fb0b7,leak,leak,g311e2dbcfb,hydrophone,train
c82b1ee194183,no_leak,no_leak,ga15b1115ca,hydrophone,train
c82f40b6adf5c,leak,leak,g8c35de79ea,noise logger,test
c833445fa2bb6,no_leak,no_leak,g3dc66f5a62,noise logger,train
c83389fc19c95,leak,leak,gecc22b83ef,hydrophone,train
c83bea801ae35,leak,leak,g6d1c37f119,noise logger,train
c83c93eac34e3,no_leak,no_leak,gea042922d6,noise logger,train
c83e4c9ff2b59,leak,leak,gfc8bd063c6,noise logger,val
c8419de8ca9cc,leak,leak,g3d4b25b25b,noise logger,train
c844af851eeb1,no_leak,no_leak,g3fbe7ffa72,noise logger,test
c852aee3c1dab,leak,leak,g7b4758ba43,noise logger,train
c8570a876ecbe,leak,leak,g8c35de79ea,noise logger,test
c85a853783a42,leak,leak,g8c9a02b901,noise logger,test
c85aa27f9face,leak,leak,g6d4387db99,noise logger,train
c85be469ebf1e,leak,leak,gc0861234f5,noise logger,train
c860f8bb28ec5,leak,leak,g40e6f408ef,noise logger,train
c86336a54b952,leak,leak,gf512398317,noise logger,train
c8666274626ed,no_leak,no_leak,g953e24b384,noise logger,val
c86807311a1d3,no_leak,no_leak,g3cc844e970,hydrophone,train
c86859a40b920,leak,leak,g8b6f13b249,noise logger,train
c86c33e2a1b2d,leak,leak,g73533571c1,noise logger,test
c8748a4c7ffc7,leak,leak,g3e395548cb,noise logger,val
c87fa36a32946,no_leak,no_leak,gea042922d6,noise logger,train
c87fec72e724a,no_leak,no_leak,g953e24b384,noise logger,val
c88183e8e712f,no_leak,no_leak,ge461b80ac9,hydrophone,train
c883d3972e62d,no_leak,noise,g5665ba652e,noise logger,train
c88dfa84df965,leak,leak,g0361505a81,noise logger,val
c89cb224bcb40,no_leak,noise,g5b9059d3c0,noise logger,test
c89f076f1c7aa,leak,leak,g7f4abaf898,noise logger,val
c8a3d82b06360,no_leak,noise,gfbae961416,noise logger,train
c8a65c39db3c5,no_leak,no_leak,g3fbe7ffa72,noise logger,test
c8a7e32978d46,no_leak,no_leak,g953e24b384,noise logger,val
c8b1af5e2da91,no_leak,no_leak,g93f57e4971,noise logger,train
c8b448b044428,leak,leak,g7d351db452,noise logger,train
c8b7ec1ee29c4,leak,leak,gb8ea4c3304,noise logger,train
c8c938430e85c,leak,leak,g920bffa786,noise logger,train
c8cf03902087e,leak,leak,g4e191f7013,noise logger,train
c8d05c1cdb97b,leak,leak,g9d9b22b231,noise logger,train
c8d0d0afd62a3,no_leak,no_leak,g3fbe7ffa72,noise logger,test
c8d19965fb166,no_leak,noise,gee16bed717,noise logger,val
c8d37b4ba189b,no_leak,no_leak,g3cc844e970,hydrophone,train
c8d48dd85a19f,leak,leak,gb3c1e9585c,noise logger,train
c8d535525cf9d,leak,leak,g6acbf84b22,hydrophone,val
c8d802984e871,no_leak,no_leak,g93f57e4971,noise logger,train
c8dcd2918af81,no_leak,no_leak,gea042922d6,noise logger,train
c8dce039c2d7a,leak,leak,g6adf5918dc,hydrophone,train
c8e4146e3a0e9,leak,leak,g9f28168708,noise logger,train
c8e9314d827ea,no_leak,no_leak,g3fbe7ffa72,noise logger,test
c8ed223ec41db,no_leak,no_leak,g93f57e4971,noise logger,train
c8f1e38ca2320,no_leak,noise,gee16bed717,noise logger,val
c8f34320f5bde,leak,leak,g73533571c1,noise logger,test
c8f382e0e7dde,leak,leak,gbb125903cd,noise logger,val
c8f48aa5f2ed9,no_leak,no_leak,gea042922d6,noise logger,train
c8f8340030ca2,leak,leak,g64ce126ceb,hydrophone,test
c8fd6dd25e265,no_leak,no_leak,g89cac0676b,hydrophone,test
c8febabd06638,leak,leak,gacbd107cf0,noise logger,test
c904486cd13fd,no_leak,no_leak,g953e24b384,noise logger,val
c908e3b026c1f,no_leak,noise,ga57a371b12,noise logger,train
c9090ce314855,leak,leak,g606a91fc6a,hydrophone,val
c90a13e339fd7,no_leak,no_leak,g3fbe7ffa72,noise logger,test
c90d82de37d23,no_leak,no_leak,gea042922d6,noise logger,train
c90f39c899ec2,leak,leak,gd72c10a1aa,noise logger,train
c91c3356799ef,no_leak,noise,ga2e1cd2b30,noise logger,val
c91fb50f4819b,leak,leak,g57530c30f4,noise logger,train
c921405b9265a,no_leak,no_leak,gea042922d6,noise logger,train
c9255e1d09808,leak,leak,g0dc60b63c4,noise logger,train
c929c87aa1b42,leak,leak,g98b0f1afcd,noise logger,test
c932622897519,no_leak,no_leak,gea042922d6,noise logger,train
c9340312e6037,leak,leak,g4cfed936c0,noise logger,train
c93f64081ea7c,no_leak,noise,gc8eff1da18,noise logger,val
c941c8e5932f1,leak,leak,g43bf8bd381,hydrophone,test
c945fefa7c7c7,no_leak,no_leak,g953e24b384,noise logger,val
c94994b56ea72,leak,leak,g58b02cebe8,noise logger,train
c94d772aedd3d,leak,leak,g5142c16106,noise logger,train
c95079e715e90,leak,leak,ge46d7df3d6,noise logger,val
c9525342ac0bb,leak,leak,g3036594a8f,noise logger,train
c95340245af0b,leak,leak,gb20b1e1a5f,noise logger,val
c954d8c15dced,no_leak,no_leak,g3cc844e970,hydrophone,train
c9579263ee8c5,leak,leak,ga0c8869731,hydrophone,train
c95aeeb894813,leak,leak,gc2fd925280,noise logger,test
c95f22e51a977,leak,leak,g7bfd5a740e,noise logger,val
c966d58c8fbbc,no_leak,no_leak,gea042922d6,noise logger,train
c970bd9df6a66,leak,leak,g9b48d93d80,noise logger,train
c974636289026,no_leak,no_leak,g3dc66f5a62,noise logger,train
c977205a20157,no_leak,no_leak,g953e24b384,noise logger,val
c97894a44afd8,no_leak,no_leak,g953e24b384,noise logger,val
c97e2fbf49b5d,no_leak,no_leak,g953e24b384,noise logger,val
c97e8c72149a6,leak,leak,gafc0f4072f,hydrophone,train
c9800a2902967,no_leak,no_leak,g953e24b384,noise logger,val
c99c85e0af482,no_leak,no_leak,g3dc66f5a62,noise logger,train
c9a1df55e1ecd,leak,leak,g5a2aff033f,noise logger,train
c9ab733ae4c2a,leak,leak,ge294e6a1f3,hydrophone,train
c9b03c607dbd2,no_leak,no_leak,g3fbe7ffa72,noise logger,test
c9b180fd6c818,leak,leak,g672274cea1,noise logger,train
c9c22a3a7bbb1,leak,leak,gf01fea4a96,noise logger,train
c9c315e1f2ebe,no_leak,no_leak,g094234dd26,hydrophone,train
c9c3e92124764,no_leak,noise,g0e3913060e,noise logger,test
c9c6b1e4bb816,no_leak,no_leak,g93f57e4971,noise logger,train
c9da56ced9783,no_leak,no_leak,g1a1e006151,noise logger,test
c9e80dc5945f0,no_leak,noise,g8dd889efaf,noise logger,val
c9e89eab2ddf2,leak,leak,g3277d84a47,noise logger,train
c9e904ad56dd0,leak,leak,gd72c10a1aa,noise logger,train
c9eaed9c635c2,leak,leak,g39505410a5,hydrophone,train
c9eec73b47d50,no_leak,no_leak,g89cac0676b,hydrophone,test
c9f12c265e22e,leak,leak,g18ef74b7f6,hydrophone,train
c9f80419ffb2c,no_leak,noise,g73818a446f,noise logger,val
c9f8a8c9ec27a,no_leak,no_leak,g953e24b384,noise logger,val
c9f921094631f,no_leak,no_leak,gea042922d6,noise logger,train
c9f9ff446d3f2,no_leak,no_leak,gea042922d6,noise logger,train
c9fdeab004cad,no_leak,no_leak,g3fbe7ffa72,noise logger,test
ca04a5b102f58,leak,leak,ge429b39ea3,noise logger,train
ca060cc57486c,no_leak,no_leak,g953e24b384,noise logger,val
ca072be8edf7e,leak,leak,g2cbd65c959,hydrophone,test
ca0aae95c01f0,leak,leak,gd6710855ea,noise logger,train
ca100aebb6d89,no_leak,no_leak,g094234dd26,hydrophone,train
ca218cedcfb92,no_leak,no_leak,g953e24b384,noise logger,val
ca21b4eb5ddf2,leak,leak,g7bc95f0f9f,noise logger,train
ca231577fb9d2,no_leak,noise,g4c731e2c0b,noise logger,train
ca2407744778e,no_leak,no_leak,g094234dd26,hydrophone,train
ca26346853052,no_leak,no_leak,g89cac0676b,hydrophone,test
ca284c3204ae3,leak,leak,ge955baee5a,noise logger,train
ca2a5550fdad4,no_leak,no_leak,g93f57e4971,noise logger,train
ca3a0d82b36b7,leak,leak,gc7720830fc,noise logger,train
ca3d8a55830c5,no_leak,noise,g8f7a0cb859,noise logger,train
ca41b92332b26,no_leak,noise,g7a1bb411f9,noise logger,train
ca43e784d4e6d,no_leak,no_leak,ge461b80ac9,hydrophone,train
ca4405e0d5291,leak,leak,g672274cea1,noise logger,train
ca462d40cc1f5,no_leak,no_leak,g05e2446a61,noise logger,train
ca46fdc0b22e0,leak,leak,gafc0f4072f,noise logger,train
ca520a01f2166,no_leak,no_leak,ge461b80ac9,hydrophone,train
ca59a841b7f2d,no_leak,noise,gfbae961416,noise logger,train
ca5b800086916,leak,leak,g4f6359274f,hydrophone,val
ca5f5336b1525,no_leak,no_leak,gea042922d6,noise logger,train
ca69cd7fb29cb,leak,leak,gdbc5929ddb,noise logger,train
ca69d6f75a350,leak,leak,g91e35525fa,hydrophone,train
ca6c409dcee37,leak,leak,g656a394c4f,noise logger,train
ca6e1f5ebe3ea,leak,leak,g7a6ba50371,hydrophone,val
ca6e9d0396efb,no_leak,no_leak,ge461b80ac9,hydrophone,train
ca72bf20e16e1,leak,leak,g2f53a248db,noise logger,train
ca785ee839f07,leak,leak,g8c35de79ea,noise logger,test
ca78aa8b431d7,leak,leak,g3a8833c1c3,noise logger,train
ca7a143288c49,no_leak,no_leak,g1a1e006151,noise logger,test
ca8096a64f8ae,no_leak,no_leak,g3fbe7ffa72,noise logger,test
ca8ba0300e053,no_leak,noise,g73818a446f,noise logger,val
ca92e7e3c8a65,no_leak,no_leak,g953e24b384,noise logger,val
ca93fd0490325,leak,leak,g7c3f003f85,noise logger,test
ca9b4ed28fea4,no_leak,no_leak,g93f57e4971,noise logger,train
caa63a441d079,no_leak,no_leak,g93f57e4971,noise logger,train
caaa128b22094,no_leak,no_leak,g953e24b384,noise logger,val
caac9ec800d60,leak,leak,gfb96d0b918,noise logger,train
cab1fabf80cc0,no_leak,noise,gee16bed717,noise logger,val
cab2078e0f2fe,leak,leak,g507ad2af92,noise logger,val
cab28f3852b2e,leak,leak,gafc0f4072f,noise logger,train
cab4e25cbfda2,no_leak,no_leak,g3cc844e970,hydrophone,train
cab52ca040acd,no_leak,noise,g6d2840f148,noise logger,train
cabb3131f7306,no_leak,no_leak,ge461b80ac9,hydrophone,train
cac265c2092b0,leak,leak,gbb52205e9a,noise logger,test
cac54aa1d814e,leak,leak,gb429aaad25,noise logger,val
cacb3ed0d3ca1,no_leak,no_leak,gea042922d6,noise logger,train
cacc67a2bbb12,leak,leak,g73533571c1,noise logger,test
cacceda6bcc68,no_leak,no_leak,g89cac0676b,hydrophone,test
cae55374f40a9,leak,leak,gbb125903cd,noise logger,val
caefb3f318735,no_leak,no_leak,ge461b80ac9,hydrophone,train
caeff31a64b96,leak,leak,g5a7f00c1ac,noise logger,test
cafa29c82aa5f,leak,leak,g8c9a02b901,noise logger,test
cb04fbe5f43f1,leak,leak,g9f28168708,noise logger,train
cb0587d80e43d,no_leak,no_leak,g953e24b384,noise logger,val
cb08d7195d6bf,no_leak,no_leak,g93f57e4971,noise logger,train
cb0ab48dfa307,no_leak,no_leak,gea042922d6,noise logger,train
cb106b3ab62f1,leak,leak,g68626bd706,noise logger,train
cb17603e80a4f,no_leak,no_leak,ge461b80ac9,hydrophone,train
cb17c6ebae98e,no_leak,no_leak,g953e24b384,noise logger,val
cb1836abaeda9,no_leak,noise,g5665ba652e,noise logger,train
cb1b6d00cc612,leak,leak,ga265087801,noise logger,val
cb26c1b8b6768,no_leak,noise,ga2e1cd2b30,noise logger,val
cb2c10f9fbfae,leak,leak,g7d351db452,noise logger,train
cb2f440b9e0e4,leak,leak,gbb284a8204,noise logger,train
cb336e382f080,leak,leak,gfc8bd063c6,noise logger,val
cb3377f524d63,leak,leak,g6f1d3e5c98,noise logger,train
cb440af43a10e,leak,leak,gc905fd3a47,noise logger,train
cb446f02203f5,leak,leak,ge813f08de5,hydrophone,train
cb4e587798890,leak,leak,g6f886b9fbd,noise logger,test
cb4ea849ad8c2,leak,leak,gf95d51792b,noise logger,train
cb58da4a10dd4,no_leak,no_leak,g094234dd26,hydrophone,train
cb69d5090607e,leak,leak,g5173e1937e,hydrophone,train
cb6b9765d2d8f,leak,leak,g9b48d93d80,noise logger,train
cb73a749efbb3,leak,leak,g476d513930,noise logger,train
cb7aba874ee7e,no_leak,no_leak,ga15b1115ca,hydrophone,train
cb7bc59e020dc,leak,leak,g91fbce6ceb,noise logger,test
cb81e80e263f5,leak,leak,g7f4abaf898,noise logger,val
cb8323080e428,no_leak,no_leak,gea042922d6,noise logger,train
cb853e3044c69,leak,leak,g7c3f003f85,noise logger,test
cb8afa5be487c,no_leak,noise,g48faea8687,noise logger,train
cb8c5084de71f,no_leak,no_leak,g953e24b384,noise logger,val
cb8ea5ba6ee8e,leak,leak,gfdb14d2363,hydrophone,val
cb95ebb6d026f,leak,leak,g47220131dd,noise logger,val
cb98d272d0c33,no_leak,no_leak,g3cc844e970,hydrophone,train
cba8f28afe0e4,leak,leak,gc751a96d2d,noise logger,val
cba905278e156,no_leak,no_leak,g93f57e4971,noise logger,train
cbae7a05a27b2,no_leak,noise,g9f65caa4cc,noise logger,train
cbaf6f54ba4c2,leak,leak,g9d9b22b231,noise logger,train
cbaf78df6bfc2,leak,leak,g39505410a5,hydrophone,train
cbb530c2d8793,no_leak,noise,gafcd56ed8e,noise logger,test
cbb6672364ebd,no_leak,no_leak,g93f57e4971,noise logger,train
cbb8d96a5e4a5,no_leak,no_leak,g93f57e4971,noise logger,train
cbc197bbdf153,leak,leak,g89f40cb6b3,hydrophone,train
cbc2b165981dd,leak,leak,gc92741d774,noise logger,test
cbc4c8ad3580b,leak,leak,g53006bd665,noise logger,val
cbc5cc1b6c0d8,leak,leak,g5d6cd9f146,noise logger,train
cbc6e435e35e0,no_leak,noise,g0972f8707d,noise logger,train
cbc8435b0f4df,leak,leak,gfd5a19364f,noise logger,val
cbc9e37c84f5b,no_leak,no_leak,ge461b80ac9,hydrophone,train
cbd14979ae77d,no_leak,no_leak,gea042922d6,noise logger,train
cbd37f7e97b59,no_leak,noise,g6d2840f148,noise logger,train
cbd3cf96abb92,leak,leak,gf6674bc690,hydrophone,train
cbd5973a265f9,no_leak,noise,gf283b20fab,noise logger,train
cbd60eac36500,no_leak,no_leak,g05e2446a61,noise logger,train
cbe1a44c2a80c,no_leak,no_leak,g3fbe7ffa72,noise logger,test
cbe3166361dfa,no_leak,no_leak,g93f57e4971,noise logger,train
cbecd4d949964,leak,leak,g8a0bf4d59a,noise logger,test
cbecea70bcb8a,no_leak,no_leak,g953e24b384,noise logger,val
cbefbc2bfab6d,leak,leak,g4cc88e5991,hydrophone,train
cbf8e88236347,leak,leak,ge955baee5a,noise logger,train
cc04192429cf0,leak,leak,g4cbc229885,hydrophone,test
cc06c773ce585,leak,leak,ga5d7a7c25b,noise logger,train
cc071994963f2,no_leak,no_leak,ge461b80ac9,hydrophone,train
cc07d1d974f51,no_leak,no_leak,g3fbe7ffa72,noise logger,test
cc0a344f25360,no_leak,no_leak,g953e24b384,noise logger,val
cc0b49732e823,no_leak,no_leak,gea042922d6,noise logger,train
cc0bb75701548,leak,leak,ga64206c2eb,noise logger,train
cc0e7fee58f57,no_leak,no_leak,g953e24b384,noise logger,val
cc1480284d1c3,no_leak,no_leak,g3cc844e970,hydrophone,train
cc19c94f8b994,leak,leak,g8b6f13b249,noise logger,train
cc1b3db7831c5,leak,leak,g2780bf428c,hydrophone,test
cc24346905726,no_leak,no_leak,g3fbe7ffa72,noise logger,test
cc2a75613d283,leak,leak,g54aed665e1,noise logger,test
cc2ac1af869fa,leak,leak,g9023565265,noise logger,test
cc31d113a490a,leak,leak,g5cac1bae11,hydrophone,train
cc32544a5e4f3,no_leak,no_leak,g3cc844e970,hydrophone,train
cc3569a105921,leak,leak,g54aed665e1,noise logger,test
cc3ea9de7c014,leak,leak,g43955ba8d8,noise logger,val
cc41a6007b781,no_leak,no_leak,g3cc844e970,hydrophone,train
cc422d7e489ae,leak,leak,g506e358162,noise logger,train
cc49c5ba7938b,no_leak,no_leak,g93f57e4971,noise logger,train
cc4b0abd0e8be,leak,leak,g7a6ba50371,hydrophone,val
cc4e8b8aad494,leak,leak,g6d1c37f119,noise logger,train
cc53ed0c8e038,no_leak,no_leak,gea042922d6,noise logger,train
cc54d15182411,leak,leak,gfa0873ca10,NA,train
cc5cb8c05644e,no_leak,no_leak,g89cac0676b,hydrophone,test
cc5ddb79c589a,leak,leak,ge955baee5a,noise logger,train
cc5f3dafedb58,no_leak,no_leak,g953e24b384,noise logger,val
cc5fd818faa54,leak,leak,g5504f86c1a,hydrophone,test
cc61178e3438c,no_leak,noise,g5e13531e77,noise logger,train
cc6522c9ed17f,no_leak,noise,ga57a371b12,noise logger,train
cc66d7b4832d0,no_leak,noise,g6cbb81280e,noise logger,test
cc6a1078eb7bc,leak,leak,g73533571c1,noise logger,test
cc6c187a579d4,no_leak,noise,gc8eff1da18,noise logger,val
cc6ea88466244,leak,leak,g5d835272f5,noise logger,train
cc75ae24f5c96,leak,leak,g91fbce6ceb,noise logger,test
cc77af487b65d,no_leak,no_leak,g93f57e4971,noise logger,train
cc7d2c8649c8a,no_leak,no_leak,g094234dd26,hydrophone,train
cc802e0de4b2b,leak,leak,g5142c16106,noise logger,train
cc84f37cac49e,no_leak,no_leak,g953e24b384,noise logger,val
cc8764f092ba1,no_leak,no_leak,g93f57e4971,noise logger,train
cc907703b5ee8,leak,leak,ge294e6a1f3,noise logger,train
cc908db347b35,leak,leak,gb8ea4c3304,noise logger,train
cc90b947e39a9,no_leak,no_leak,g953e24b384,noise logger,val
cc91fab564d64,leak,leak,g2cbd65c959,hydrophone,test
cc95eac27c6c5,leak,leak,g506e358162,noise logger,train
cc969d2b9dc97,no_leak,noise,g48faea8687,noise logger,train
cc96f393f9909,leak,leak,ga265087801,noise logger,val
cc9ae42b590ac,leak,leak,g4aaf064e27,noise logger,train
cc9cff18c1a4d,no_leak,no_leak,g93f57e4971,noise logger,train
cc9e4556bc69a,no_leak,no_leak,g3fbe7ffa72,noise logger,test
cca1d22ac8510,leak,leak,g4b6caecd15,hydrophone,train
cca3bdbd296af,no_leak,no_leak,g93f57e4971,noise logger,train
cca4243c89f2a,no_leak,no_leak,g953e24b384,noise logger,val
cca73bdc5fabd,leak,leak,g9e7f324ad1,noise logger,test
cca777cc24de2,no_leak,no_leak,g89cac0676b,hydrophone,test
cca8472440c45,leak,leak,gdbea1a3beb,noise logger,val
ccad7760ce5c3,no_leak,no_leak,g3cc844e970,hydrophone,train
ccaebe2671432,no_leak,noise,gbc5a7596b0,noise logger,train
ccb5c0a338061,no_leak,no_leak,g094234dd26,hydrophone,train
ccb9684ea6243,no_leak,no_leak,g953e24b384,noise logger,val
ccbc5a8b2af49,no_leak,no_leak,g953e24b384,noise logger,val
ccbd90dfdc70b,leak,leak,g506e358162,hydrophone,train
ccc16539f43d7,no_leak,no_leak,gea042922d6,noise logger,train
ccc211654bba2,no_leak,noise,g3f9430c0b8,noise logger,test
ccc6068b5b0a2,leak,leak,gdbddc4e990,noise logger,train
ccc833de2040a,leak,leak,g2ec5024e12,noise logger,train
cccd7093a14f3,leak,leak,g64ce126ceb,noise logger,test
cccdbbb49e736,leak,leak,gebd2f87f75,hydrophone,train
ccce218c0e70d,no_leak,no_leak,g953e24b384,noise logger,val
cccf024969790,leak,leak,g89e835056a,hydrophone,val
cce06e41b3d68,no_leak,no_leak,g3fbe7ffa72,noise logger,test
cce2f181ac223,leak,leak,ge429b39ea3,noise logger,train
cce35479c8094,no_leak,no_leak,g93f57e4971,noise logger,train
cce6baf614bfa,no_leak,no_leak,g953e24b384,noise logger,val
cce7aca319a5a,leak,leak,g15a56e1313,noise logger,test
cce8f01ad51b8,no_leak,no_leak,g90d728455c,hydrophone,train
ccee26aeeb116,leak,leak,gc1d71cfa61,noise logger,train
ccf0590a21392,leak,leak,ga2ddd8b5ff,noise logger,train
ccf8e76bfe498,leak,leak,gd7c7c04d20,noise logger,test
cd098874a6b8e,leak,leak,gb3c8b4b1e6,noise logger,train
cd11be05a39dc,leak,leak,g3036594a8f,noise logger,train
cd1d69cf431ed,no_leak,noise,gc338fc839e,noise logger,train
cd1df441a7130,leak,leak,g608ed34a62,noise logger,train
cd22957c58990,no_leak,no_leak,g93f57e4971,noise logger,train
cd2883c705292,no_leak,no_leak,g89cac0676b,hydrophone,test
cd2d1d38e28fe,leak,leak,g4cfed936c0,noise logger,train
cd2f212742960,leak,leak,g47220131dd,noise logger,val
cd2f8146af74c,leak,leak,gb24583bad5,noise logger,test
cd32e1938288c,no_leak,no_leak,ge461b80ac9,hydrophone,train
cd3517112b773,leak,leak,g8a0bf4d59a,noise logger,test
cd3b54567e82a,leak,leak,geac9851f1d,noise logger,train
cd3e24c8fddaa,leak,leak,gd37c215a0d,noise logger,train
cd4394bd6f020,no_leak,no_leak,g3fbe7ffa72,noise logger,test
cd44051294456,leak,leak,g8836c07719,hydrophone,train
cd48fd26263ca,no_leak,no_leak,g3cc844e970,hydrophone,train
cd4d040029f85,no_leak,no_leak,g953e24b384,noise logger,val
cd4e6c5882254,no_leak,no_leak,gea042922d6,noise logger,train
cd506b1e2f735,leak,leak,gac47889ea0,noise logger,test
