clip_id,path,material,region,pressure_mpa,flow_ms,noise_category,window,rep,md5,group_id,fold
c21fec37cf71a,leak acoustic data/ductile iron-NA-0.2672 MPa-4.07 ms-noise logger-0-1.wav,ductile iron,NA,0.2672 MPa,4.07 ms,NA,0,,758fb9c339c49533cd9fde00d0e34b86,g507ad2af92,val
c22636298a23e,environmental noise/drilling_5-NA-noise logger_0-1.wav,NA,NA,NA,NA,drilling_5,0,,7f37a608680a08c63788cb6b351cb1ab,g5b9059d3c0,test
c229af2fd57d6,leak acoustic data/ductile iron-NA-0.3234 MPa-0.31 ms-noise logger-0-1_1.wav,ductile iron,NA,0.3234 MPa,0.31 ms,NA,0,1,c20fc020bce7b82cc466f9e00c90dae1,g90008d534d,val
c22b434ae486d,leak acoustic data/ductile iron-NA-0.1630 MPa-3.45 ms-noise logger-0-1_1.wav,ductile iron,NA,0.1630 MPa,3.45 ms,NA,0,1,fb3b0584ea38978f762fe5e04c9e5159,g286d8484cb,train
c239d96cc7621,leak acoustic data/ductile iron-zone 2-NA-NA-noise logger-0-1_4.wav,ductile iron,zone 2,NA,NA,NA,0,4,e9ac1c9d4380ecb765273f3177fca60e,g84e6df9a56,val
c2417970779b9,environmental noise/fan motor-NA-noise logger_1-2.wav,NA,NA,NA,NA,fan motor,1,,9df6efe4b8574407e210da1e2452d901,gfc8ccbf519,train
c2466a0762a38,leak acoustic data/ductile iron-NA-0.3179 MPa-0.51 ms-noise logger-0-1_1.wav,ductile iron,NA,0.3179 MPa,0.51 ms,NA,0,1,719177c3f15ae1d45d694b339ce08246,gc0861234f5,train
c24b6690dc003,leak acoustic data/pe-zone 1-0.25 MPa-NA-noise logger-0-1_1.wav,pe,zone 1,0.25 MPa,NA,NA,0,1,3e65389e5803f75032fe1b11bf32aba6,g428d4a7bb3,train
c24bf7667eff5,environmental noise/rain_2-NA-noise logger_2-3.wav,NA,NA,NA,NA,rain_2,2,,4a4aed088a9f9bab4376e36f82df1f26,g9f65caa4cc,train
c24c62e755fb2,leak acoustic data/steel-zone 1-0.25 MPa-NA-hydrophone-0-1.wav,steel,zone 1,0.25 MPa,NA,NA,0,,dc11b0ef6eb595355fc2df6b88ed63c0,g4b6caecd15,train
c252a911dacef,leak acoustic data/pe-NA-0.1767 MPa-3.50 ms-noise logger-0-1_1.wav,pe,NA,0.1767 MPa,3.50 ms,NA,0,1,aa988f66bc8e9cbce4f577ee7dc837a6,g5a2aff033f,train
c255805e4789f,leak acoustic data/pe-NA-0.3003 MPa-4.65 ms-hydrophone-0-1.wav,pe,NA,0.3003 MPa,4.65 ms,NA,0,,656cd776d40996a55fa14198e6c5932f,g0c38813e32,train
c25f1d27f19ab,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_0-1_5.wav,ductile iron,zone 2,NA,NA,NA,0,5,b42ecff35bebbf4c80651d62c4361f4d,g3fbe7ffa72,test
c260be2fa2319,leak acoustic data/pe-NA-0.2464 MPa-4.30 ms-hydrophone-0-1.wav,pe,NA,0.2464 MPa,4.30 ms,NA,0,,eefb6521ae4881c73036868a06520664,g45651243a9,val
c265367c30825,no leak acoustic data/NA-NA-NA-NA-hydrophone_4-5.wav,NA,NA,NA,NA,NA,4,,388272cf416261805bcbc0e4e04f749b,g90d728455c,train
c26b98ad14b71,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_3-4_2.wav,pe,zone 2,NA,NA,NA,3,2,c5154f229f6bc10b6fcc260a64d8187d,ge461b80ac9,train
c272ce4cb0a81,leak acoustic data/pe-NA-0.3024 MPa-4.58 ms-noise logger-0-1.wav,pe,NA,0.3024 MPa,4.58 ms,NA,0,,d0a1fd7a204fa35493b6ca6e9c056276,g5ac9b10b66,val
c27365e6220c2,leak acoustic data/pe-NA-0.2866 MPa-4.50 ms-noise logger-0-1.wav,pe,NA,0.2866 MPa,4.50 ms,NA,0,,7870ebe6680209b8c43c6adf05b1b10b,gba7632f5bc,test
c27615e885482,leak acoustic data/pe-NA-0.1527 MPa-3.40 ms-hydrophone-0-1.wav,pe,NA,0.1527 MPa,3.40 ms,NA,0,,68b0bcfccfcbacfeb0c5f0df2e401bbe,g14d0f01183,test
c277454df54af,leak acoustic data/ductile iron-NA-0.2688 MPa-4.21 ms-noise logger-0-1.wav,ductile iron,NA,0.2688 MPa,4.21 ms,NA,0,,f4cc8666654ba53cdb93b9361aec8f81,gc3934ed536,val
c27bcc7508126,leak acoustic data/ductile iron-zone 2-0.3249 MPa-1.33 ms-noise logger-0-1_1.wav,ductile iron,zone 2,0.3249 MPa,1.33 ms,NA,0,1,23666c016b5dca9036a186b67073d0cc,g3e241956a5,train
c27cee2838d7a,leak acoustic data/ductile iron-NA-0.1545 MPa-3.36 ms-noise logger-0-1_3.wav,ductile iron,NA,0.1545 MPa,3.36 ms,NA,0,3,a1dc1a742bb70837f23d28fd16e1ea1d,g286d8484cb,train
c27f20596e4e6,no leak acoustic data/pe-NA-NA-NA-noise logger_2-3_5.wav,pe,NA,NA,NA,NA,2,5,59c3d2caebf507c663e852f3ead2199d,g953e24b384,val
c283bca91f35e,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_11.wav,pe,zone 2,NA,NA,NA,0,11,890f8caecb2970babd71608e2ee6d2ee,gea042922d6,train
c284910639b81,environmental noise/dog_1-NA-noise logger_3-4.wav,NA,NA,NA,NA,dog_1,3,,01a66e9759e496b3ac4c36e1c81b59be,g9c6aca4851,train
c285e347060a7,leak acoustic data/pe-NA-0.1507 MPa-3.30 ms-noise logger-0-1.wav,pe,NA,0.1507 MPa,3.30 ms,NA,0,,a1680d41931bccbec074445916968a78,g0144df7ccf,train
c29147b0882e2,leak acoustic data/ductile iron-NA-0.3105 MPa-0.44 ms-noise logger-0-1.wav,ductile iron,NA,0.3105 MPa,0.44 ms,NA,0,,43a5631ab6fa2c21039188c517cf5a14,gacaf3cb799,test
c299b5b4aae15,leak acoustic data/pe-NA-0.1192 MPa-2.95 ms-noise logger-0-1_1.wav,pe,NA,0.1192 MPa,2.95 ms,NA,0,1,26266ac0ad0979f6ff97797e05087ddf,g4618439c18,val
c29d2d1cdd85f,environmental noise/engine_1-NA-noise logger_0-1.wav,NA,NA,NA,NA,engine_1,0,,a2c1e50bf8371dc789111f9f1c4ef4fe,gbb537ffe61,train
c2a910ad7f603,no leak acoustic data/pe-NA-NA-NA-noise logger_1-2_8.wav,pe,NA,NA,NA,NA,1,8,072f50cb8846549b0fe163baa51b40c6,g953e24b384,val
c2a95223c7bb8,leak acoustic data/ductile iron-NA-0.3234 MPa-1.20 ms-hydrophone-0-1.wav,ductile iron,NA,0.3234 MPa,1.20 ms,NA,0,,29383c593183b35579dd4015cd0db4ce,g3dac9ed788,test
c2adb1fc69ff8,leak acoustic data/ductile iron-zone 2-0.31 MPa-1.16 ms-noise logger-0-1_3.wav,ductile iron,zone 2,0.31 MPa,1.16 ms,NA,0,3,0df7bcf131d2e35d41b483ad9f878876,ge2e91c6ef4,train
c2b209108b35d,leak acoustic data/pe-NA-0.3235 MPa-0.81 ms-noise logger-0-1_1.wav,pe,NA,0.3235 MPa,0.81 ms,NA,0,1,d9c62d6ebc49994f88d089180d597f8b,gb3c8b4b1e6,train
c2b5b840613ec,leak acoustic data/ductile iron-NA-0.2405 MPa-4.00 ms-noise logger-0-1_1.wav,ductile iron,NA,0.2405 MPa,4.00 ms,NA,0,1,00e5c9eba97a15afa37cdea7b8594f0a,g98fffd4021,val
c2b5d9d0953cd,leak acoustic data/pe-zone 2-NA-NA-noise logger-0-1_4.wav,pe,zone 2,NA,NA,NA,0,4,04d362e27205dc700c116fee88baf81f,g5142c16106,train
c2b8185b115a8,leak acoustic data/pe-NA-0.3267 MPa-0.95 ms-noise logger-0-1.wav,pe,NA,0.3267 MPa,0.95 ms,NA,0,,0f1cd232690c13b6038cf71142a6e2e6,gc7720830fc,train
c2b9686ec0b66,leak acoustic data/pe-zone 1-0.32 MPa-NA-noise logger-0-1_1.wav,pe,zone 1,0.32 MPa,NA,NA,0,1,4d7294d193950c7ea9b869837f55b8f6,g68626bd706,train
c2bae7438d26f,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_12.wav,ductile iron,NA,NA,NA,NA,1,12,96b324d08b31e6ffb23c73b7416bd0ca,g93f57e4971,train
c2bbf06b85c39,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_12.wav,pe,zone 2,NA,NA,NA,0,12,3cbf630a095c1ab9f4ca3a423914443e,gea042922d6,train
c2c0781b810b9,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_1-2_3.wav,ductile iron,NA,NA,NA,NA,1,3,d5fcc13e9dfff313c8b3d9475df1c023,g3cc844e970,train
c2c13a3c5c847,leak acoustic data/ductile iron-NA-0.3286 MPa-1.34 ms-hydrophone-0-1.wav,ductile iron,NA,0.3286 MPa,1.34 ms,NA,0,,106ef2c82ae799fc319194ca531c1582,g70d3296e66,train
c2c2b62f65cd0,no leak acoustic data/pe-zone 2-NA-NA-noise logger_2-3_12.wav,pe,zone 2,NA,NA,NA,2,12,8784df2c6bab187bc6c5f9e3bef2f1d2,gea042922d6,train
c2c5757d3818f,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_4-5.wav,ductile iron,NA,NA,NA,NA,4,,2b4077e0031fd40c3afdcae52c74ffe1,g3cc844e970,train
c2c65e7f132d3,leak acoustic data/pe-zone 2-0.3034 MPa-1.55 ms-noise logger-0-1_3.wav,pe,zone 2,0.3034 MPa,1.55 ms,NA,0,3,5c3d9cc3107d9f9fe1a7b9a7b1121faa,g3e395548cb,val
c2d3366744da6,no leak acoustic data/pe-NA-NA-NA-hydrophone_1-2_3.wav,pe,NA,NA,NA,NA,1,3,51d02ac45bd38f0d64402b1fe1b48528,g89cac0676b,test
c2d54c2c7191b,leak acoustic data/ductile iron-NA-0.2630 MPa-4.11 ms-hydrophone-0-1.wav,ductile iron,NA,0.2630 MPa,4.11 ms,NA,0,,5d0c4b6ea031133e3e3e56eb5bf73e03,gd240bae1de,train
c2d6485f4f337,leak acoustic data/ductile iron-NA-0.2339 MPa-4.20 ms-noise logger-0-1.wav,ductile iron,NA,0.2339 MPa,4.20 ms,NA,0,,5c6a5203dc0e2b0a4a8f836ad7dbe51f,g54d07bb642,train
c2dd36ac4ea38,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_9.wav,pe,zone 2,NA,NA,NA,0,9,05abc81d46f21fb72bb4c40e9649b347,gea042922d6,train
c2dfdb38d147e,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_4-5_2.wav,ductile iron,NA,NA,NA,NA,4,2,0404367f6fd108f1522b361d79ea8b8c,g93f57e4971,train
c2e1175a2b262,leak acoustic data/pe-NA-0.2095 MPa-3.70 ms-noise logger-0-1.wav,pe,NA,0.2095 MPa,3.70 ms,NA,0,,4b1ff58d0210e7e9b540efa07c75e49a,g476d513930,train
c2e1f4b029952,leak acoustic data/ductile iron-NA-0.2405 MPa-4.00 ms-hydrophone-0-1.wav,ductile iron,NA,0.2405 MPa,4.00 ms,NA,0,,32f5ac9e7d9aa098d128efc3329e36d3,g909c5a2d5a,train
c2e20fedcad53,leak acoustic data/ductile iron-NA-0.3286 MPa-1.40 ms-noise logger-0-1_1.wav,ductile iron,NA,0.3286 MPa,1.40 ms,NA,0,1,f415f9c83734f2d802a775fd9ec4045a,g3277d84a47,train
c2e3e909174c4,environmental noise/drilling_2-NA-noise logger_1-2.wav,NA,NA,NA,NA,drilling_2,1,,4d2251a61544ba165342746ba7f83446,g8f7a0cb859,train
c2e7509679ef5,no leak acoustic data/pe-NA-NA-NA-noise logger_3-4_4.wav,pe,NA,NA,NA,NA,3,4,3b70eb233a188802d162ace0d6016da9,g953e24b384,val
c2ebcb34181f8,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1.wav,pe,NA,NA,NA,NA,0,,da83464cdd08128507a66cc83349dfe1,g953e24b384,val
c2ec1a9453559,leak acoustic data/ductile iron-NA-0.2428 MPa-3.92 ms-noise logger-0-1_1.wav,ductile iron,NA,0.2428 MPa,3.92 ms,NA,0,1,d6ed79513981a4b95257384aa59dc9e0,gc2fd925280,test
c2ecd0fa43d40,no leak acoustic data/ductile iron-zone 2-NA-NA-hydrophone_2-3.wav,ductile iron,zone 2,NA,NA,NA,2,,8bb3b0be88986863f2a884f4fd0bc73c,g094234dd26,train
c2f249a637ac4,leak acoustic data/ductile iron-zone 2-0.3172 MPa-0.95 ms-noise logger-0-1.wav,ductile iron,zone 2,0.3172 MPa,0.95 ms,NA,0,,2a0e46268cc2697f16a017b920c2439f,gfb96d0b918,train
c2f625de9294d,leak acoustic data/pe-NA-0.1545 MPa-3.40 ms-noise logger-0-1.wav,pe,NA,0.1545 MPa,3.40 ms,NA,0,,5e1d395b2c25c999b9a58649d69c6a6b,g5d6cd9f146,train
c2f88dd642dc9,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_2-3_2.wav,ductile iron,zone 2,NA,NA,NA,2,2,aad24525c465711962983a84fb196c47,g3fbe7ffa72,test
c2fa3d2c64396,no leak acoustic data/ductile iron-zone 2-NA-NA-hydrophone_1-2.wav,ductile iron,zone 2,NA,NA,NA,1,,eaf07b9e72a4f8f2741b5f64b3f6e2eb,g094234dd26,train
c2fc07cf00173,leak acoustic data/ductile iron-NA-0.3189 MPa-0.35 ms-noise logger-0-1_1.wav,ductile iron,NA,0.3189 MPa,0.35 ms,NA,0,1,d3f9eab6491a2c9048f4f877e20ddf75,g43e94f21f9,train
c2fe894a582ae,environmental noise/drilling_3-NA-noise logger_0-1.wav,NA,NA,NA,NA,drilling_3,0,,ebab88db50726752c7dddd0a1ae25798,g0972f8707d,train
c2ffeffaf5c54,leak acoustic data/pe-zone 1-0.32 MPa-NA-noise logger-0-1_2.wav,pe,zone 1,0.32 MPa,NA,NA,0,2,677c0339b237349252778ccb821399aa,g68626bd706,train
c30025926aa4b,leak acoustic data/ductile iron-NA-0.3227 MPa-1.13 ms-noise logger-0-1_1.wav,ductile iron,NA,0.3227 MPa,1.13 ms,NA,0,1,89b01b8ba340e055a2a58a11dfcee071,g15a56e1313,test
c302c6711a801,leak acoustic data/ductile iron-NA-0.3302 MPa-0.13 ms-noise logger-0-1.wav,ductile iron,NA,0.3302 MPa,0.13 ms,NA,0,,5e644e20b25648bffa0db8ae9335c355,g2ec5024e12,train
c3053a1cff2b1,leak acoustic data/ductile iron-NA-0.2464 MPa-4.30 ms-hydrophone-0-1.wav,ductile iron,NA,0.2464 MPa,4.30 ms,NA,0,,24e41c8461d7f811849e927d7fa4e70e,g206926bdff,val
c30617b58ed2d,leak acoustic data/ductile iron-zone 2-NA-NA-noise logger-0-1_1.wav,ductile iron,zone 2,NA,NA,NA,0,1,67c3502409479e5843ded3318cab2e0c,g84e6df9a56,val
c30be90df9034,environmental noise/flowing water-NA-noise logger_4-5.wav,NA,NA,NA,NA,flowing water,4,,adaa2365e0c42be72f1209d2cf103bc7,g6d2840f148,train
c3147be2ea41d,no leak acoustic data/pe-NA-NA-NA-noise logger_3-4_7.wav,pe,NA,NA,NA,NA,3,7,a62c6ffda7e000579f66856f8c90c2d1,g953e24b384,val
c314af95e5f64,leak acoustic data/ductile iron-NA-0.3105 MPa-0.44 ms-hydrophone-0-1.wav,ductile iron,NA,0.3105 MPa,0.44 ms,NA,0,,a55f5d55a63420ca0312456ac8563568,gc3c4957b0d,test
c31664f156265,leak acoustic data/ductile iron-NA-0.1446 MPa-3.26 ms-noise logger-0-1_1.wav,ductile iron,NA,0.1446 MPa,3.26 ms,NA,0,1,d9207b6aa397ade66a3849d9551c6cb6,g857176f12d,test
c319fbeb58840,leak acoustic data/ductile iron-NA-0.3295 MPa-0.95 ms-noise logger-0-1.wav,ductile iron,NA,0.3295 MPa,0.95 ms,NA,0,,209d0b4166ff800060abb67d2911a95b,g072087e232,train
c31a88363a2b6,environmental noise/engine_2-NA-noise logger_0-1.wav,NA,NA,NA,NA,engine_2,0,,d7e7bc6a9be7ae00eff7ff998de2d95d,gf2b94f59db,test
c31dfc36d9429,leak acoustic data/ductile iron-zone 2-0.3202 MPa-0.15 ms-noise logger-0-1_1.wav,ductile iron,zone 2,0.3202 MPa,0.15 ms,NA,0,1,5f7ccef997b2fe98cadf3e70827f91e3,gf01fea4a96,train
c31ea3142c163,leak acoustic data/steel-zone 1-0.25 MPa-NA-noise logger-0-1.wav,steel,zone 1,0.25 MPa,NA,NA,0,,f7845b4d0e450e8954986ad9a507d3bf,g7bfd5a740e,val
c320c859a0212,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_13.wav,ductile iron,NA,NA,NA,NA,1,13,6de8a39086f4d7902f450067b11dbecd,g93f57e4971,train
c324732bf50e7,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_3-4_5.wav,pe,zone 2,NA,NA,NA,3,5,d849960657e3d31bb3555e9fee066332,ge461b80ac9,train
c327fafdf06d1,leak acoustic data/pe-zone 2-0.326 MPa-0.18 ms-noise logger-0-1_1.wav,pe,zone 2,0.326 MPa,0.18 ms,NA,0,1,202ca25a06e80a29e40b126aa6fdd604,gd6710855ea,train
c32debd0f41e6,leak acoustic data/pe-NA-0.3244 MPa-0.22 ms-noise logger-0-1_1.wav,pe,NA,0.3244 MPa,0.22 ms,NA,0,1,85b45a3d81c5c9f20f9894466dd72729,gdbddc4e990,train
c32e9ddbcf512,leak acoustic data/ductile iron-NA-0.3249 MPa-0.01 ms-noise logger-0-1_1.wav,ductile iron,NA,0.3249 MPa,0.01 ms,NA,0,1,55243b8fe9ac76075128ea552768b809,gf1d9f8e57a,train
c3304359734ea,leak acoustic data/ductile iron-NA-0.1692 MPa-3.55 ms-hydrophone-0-1.wav,ductile iron,NA,0.1692 MPa,3.55 ms,NA,0,,ade9f65307ffe7b3dcdd0f44f7b47e2c,g82dfd833d5,train
c332cd97e3344,leak acoustic data/ductile iron-zone 2-0.3202 MPa-0.15 ms-hydrophone-0-1.wav,ductile iron,zone 2,0.3202 MPa,0.15 ms,NA,0,,41209a6497609d5bd9afdc21f89be387,gf01fea4a96,train
c33454b6946ab,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_0-1_10.wav,ductile iron,NA,NA,NA,NA,0,10,8fcd75a5d0c7d27c379ed9eb7bd03dc9,g3cc844e970,train
c33b9ec7b16e8,leak acoustic data/ductile iron-NA-0.1892 MPa-3.59 ms-noise logger-0-1_1.wav,ductile iron,NA,0.1892 MPa,3.59 ms,NA,0,1,7e409940442855432b29b4d380dc280b,gd37c215a0d,train
c341e4bf862ad,leak acoustic data/ductile iron-NA-0.3236 MPa-0.66 ms-noise logger-0-1_1.wav,ductile iron,NA,0.3236 MPa,0.66 ms,NA,0,1,1f57aec2abf6f6878f558cbb2e62cbf3,g071e97a2d7,train
c344f46167aa8,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_1-2_1.wav,ductile iron,zone 2,NA,NA,NA,1,1,ace45590e64ef7f6d2b12ce26e6385de,g3fbe7ffa72,test
c349962db1de6,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_3-4_2.wav,ductile iron,zone 2,NA,NA,NA,3,2,4c7e42446c13994fe52ef5b1cce1dd3c,g3fbe7ffa72,test
c34c03a8f4d12,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_0-1_3.wav,pe,zone 2,NA,NA,NA,0,3,e04acfaf338e057a7b573f361aea5bf6,ge461b80ac9,train
c3557ad92637c,environmental noise/dog_1-NA-noise logger_1-2.wav,NA,NA,NA,NA,dog_1,1,,ebced077d5d71f119524ce96981ffc1d,g9c6aca4851,train
c357b15613e8b,leak acoustic data/NA-NA-0.1545 MPa-3.36 ms-hydrophone-0-1.wav,NA,NA,0.1545 MPa,3.36 ms,NA,0,,fe2928f766cc801b8b7ecbb84e2e8594,gfb717eb434,train
c357e8e39d7f0,leak acoustic data/ductile iron-NA-0.2688 MPa-4.21 ms-noise logger-0-1_1.wav,ductile iron,NA,0.2688 MPa,4.21 ms,NA,0,1,de863ea0d3c8be20186e9542465c1fe1,gc3934ed536,val
c359805e182ff,no leak acoustic data/pe-zone 2-NA-NA-noise logger_2-3_1.wav,pe,zone 2,NA,NA,NA,2,1,2f6ccbf6292a547dc02bda160fa4cf02,gea042922d6,train
c360f9c34e370,leak acoustic data/ductile iron-NA-0.2283 MPa-3.80 ms-noise logger-0-1_1.wav,ductile iron,NA,0.2283 MPa,3.80 ms,NA,0,1,8acc3f50bc57f5817f281f4b208485be,g490c8b2595,train
c36185eaa50d7,no leak acoustic data/pe-zone 2-NA-NA-noise logger_3-4_1.wav,pe,zone 2,NA,NA,NA,3,1,b20138a3fccdb69f90b3e3b4135d173f,gea042922d6,train
c362698ae79b5,leak acoustic data/ductile iron-NA-0.2755 MPa-4.38 ms-noise logger-0-1_1.wav,ductile iron,NA,0.2755 MPa,4.38 ms,NA,0,1,8043d4c12512abb94e3c081f641f3c13,g57e9c44b88,val
c36359baaaf59,no leak acoustic data/pe-NA-NA-NA-noise logger_1-2_4.wav,pe,NA,NA,NA,NA,1,4,c208e8a08b5a4670f30ab3e5851e57a4,g953e24b384,val
c3694d0758433,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_10.wav,pe,NA,NA,NA,NA,0,10,7d899476c873f99827d5810236a37550,g953e24b384,val
c36eda6b94106,environmental noise/drilling_8-NA-noise logger_3-4.wav,NA,NA,NA,NA,drilling_8,3,,a8ba63a75afde5b30205638581d05e4a,gfbae961416,train
c37c7984c0c4f,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_3-4_7.wav,ductile iron,NA,NA,NA,NA,3,7,e54355165e9ad51ba61b7897f842235f,g93f57e4971,train
c37f2b3fca106,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_4-5_13.wav,ductile iron,NA,NA,NA,NA,4,13,db09027c86e18c4ab55dcafe5b4e69b0,g93f57e4971,train
c3919fdf6a141,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_0-1_2.wav,pe,zone 2,NA,NA,NA,0,2,5c56b0bd018a736db87ad5f7d664ff60,ge461b80ac9,train
c3a2f1d312087,no leak acoustic data/pe-NA-NA-NA-hydrophone_0-1.wav,pe,NA,NA,NA,NA,0,,32c7b6aac695807faea778121b0a8dee,g89cac0676b,test
c3a54e1228375,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_4-5_6.wav,ductile iron,NA,NA,NA,NA,4,6,467eb206246de9c78d99827acf3d5517,g93f57e4971,train
c3a78958bcf50,leak acoustic data/pe-NA-0.2233 MPa-3.77 ms-noise logger-0-1.wav,pe,NA,0.2233 MPa,3.77 ms,NA,0,,40105bebbc239c3e21dcf0f514fde529,g4f19b097f7,test
c3b228fa8030d,leak acoustic data/ductile iron-NA-0.3238 MPa-0.45 ms-noise logger-0-1_1.wav,ductile iron,NA,0.3238 MPa,0.45 ms,NA,0,1,4e908ab9a56682e789f89ee5514021d5,g57530c30f4,train
c3b34b6d95497,leak acoustic data/ductile iron-NA-0.2320 MPa-3.78 ms-hydrophone-0-1.wav,ductile iron,NA,0.2320 MPa,3.78 ms,NA,0,,bdfa04da833682913718d32ebe4ad16d,g21e4feae5d,test
c3b743c669721,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_3-4_3.wav,ductile iron,zone 2,NA,NA,NA,3,3,edc11b663593ca59ffd5c7dcd764379b,g3fbe7ffa72,test
c3ba3126429f6,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_2-3_3.wav,ductile iron,NA,NA,NA,NA,2,3,b2070c581bfb1131d4ba4c2edee0e787,g3cc844e970,train
c3babd01aea3e,leak acoustic data/pe-NA-0.1869 MPa-3.77 ms-hydrophone-0-1.wav,pe,NA,0.1869 MPa,3.77 ms,NA,0,,cf7ab205d91d52decc5d6ac4a91db025,gf74e43eb6d,train
c3bd3873e11c7,leak acoustic data/ductile iron-zone 2-NA-NA-noise logger-0-1_8.wav,ductile iron,zone 2,NA,NA,NA,0,8,4b2dd979dfcc5f6240b9f3d9d5b19c48,g84e6df9a56,val
c3c173dc615a2,no leak acoustic data/ductile iron-zone 2-NA-NA-hydrophone_4-5.wav,ductile iron,zone 2,NA,NA,NA,4,,3389342c3fe4a8409ad9d04d22d7ea54,g094234dd26,train
c3c559ca31f61,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_16.wav,pe,NA,NA,NA,NA,0,16,ed9293524b708aae9fdb38a1ba63a019,g953e24b384,val
c3cd9a1ae0e6b,no leak acoustic data/NA-zone 2-NA-NA-noise logger_4-5.wav,NA,zone 2,NA,NA,NA,4,,73e5312d16b5603b9e83da505621aeac,g05e2446a61,train
c3d88ef161d0d,leak acoustic data/pe-NA-0.1648 MPa-3.40 ms-noise logger-0-1_1.wav,pe,NA,0.1648 MPa,3.40 ms,NA,0,1,38539883520d540ab894f3d0333d89ca,ge95fc27284,val
c3d97dffa787c,environmental noise/gas pipe-NA-noise logger_3-4.wav,NA,NA,NA,NA,gas pipe,3,,a88e5295a6325a694c5ce982247f471f,gafcd56ed8e,test
c3d9f0115f159,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_0-1_4.wav,pe,zone 2,NA,NA,NA,0,4,cd15c9701a2b89a61e519779075567be,ge461b80ac9,train
c3e3923c46a6a,leak acoustic data/ductile iron-NA-0.3218 MPa-1.15 ms-noise logger-0-1.wav,ductile iron,NA,0.3218 MPa,1.15 ms,NA,0,,2b1709ab8cb09e6179cc32a1502a17fa,ge63afe2a67,train
c3f4ad6feaae7,no leak acoustic data/ductile iron-zone 1-NA-NA-noise logger_1-2_1.wav,ductile iron,zone 1,NA,NA,NA,1,1,205a820cff82a89050cd719104edc162,g1a1e006151,test
c3f55dc63fc06,leak acoustic data/pe-NA-0.1648 MPa-3.40 ms-noise logger-0-1.wav,pe,NA,0.1648 MPa,3.40 ms,NA,0,,ec189891e0514373626609fa665ad1e1,ge95fc27284,val
c3f681c16daf0,leak acoustic data/pe-NA-0.306 MPa-0.68 ms-noise logger-0-1_1.wav,pe,NA,0.306 MPa,0.68 ms,NA,0,1,effb1e759a52892cf89569de2855e9c0,g9c47e56729,train
c4009fed4726f,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_0-1_17.wav,ductile iron,NA,NA,NA,NA,0,17,9dccc258c2c6eeb20476fd9c8b768068,g93f57e4971,train
c404a4d0bccf9,environmental noise/drilling_3-NA-noise logger_3-4.wav,NA,NA,NA,NA,drilling_3,3,,b4c58520bb3c7cd5d9274f19af90e79c,g0972f8707d,train
c404c110f5014,leak acoustic data/ductile iron-zone 1-0.32 MPa-NA-noise logger-0-1.wav,ductile iron,zone 1,0.32 MPa,NA,NA,0,,e1814eefe80d0c86e35ac1ae9bca5d76,gd633d9c2a7,test
c405b5009dfcc,leak acoustic data/pe-zone 1-0.25 MPa-NA-noise logger-0-1.wav,pe,zone 1,0.25 MPa,NA,NA,0,,8b16bcffbef3daad4259be2ae7f27434,g428d4a7bb3,train
c4065022ff781,environmental noise/grass noise-zone 2-noise logger_2-3_1.wav,NA,zone 2,NA,NA,grass noise,2,1,79751732c94506629df21e5f3acb2d99,g0e3913060e,test
c4123c493a2e2,environmental noise/fan_1-NA-noise logger_3-4.wav,NA,NA,NA,NA,fan_1,3,,e68491102c39371fe139964f5862f1a4,gf283b20fab,train
c4194701114cb,no leak acoustic data/pe-NA-NA-NA-hydrophone_0-1_1.wav,pe,NA,NA,NA,NA,0,1,823554e865db31c452c9289053a1c213,g89cac0676b,test
c41d8f7392b73,leak acoustic data/pe-NA-0.3217 MPa-0.90 ms-noise logger-0-1.wav,pe,NA,0.3217 MPa,0.90 ms,NA,0,,b0be5102ff169bb3a22191c1fe12ed30,g9652c63613,train
